_id,id,PID,client_name,name,start_date,end_date
6613cd3dc84216ece76b44bc,660fce90fc13ae3636abc3bc,49,Realcube,Software_Developper,01-01-2023,29-01-2023
6613cd3dc84216ece76b44bd,660fce90fc13ae3636abc3bd,65,Oodoo,Software_Developper,12-01-2023,09-03-2023
6613cd3dc84216ece76b44be,660fce90fc13ae3636abc3be,39,Divavu,Software_Developper,03-03-2023,14-04-2023
6613cd3dc84216ece76b44bf,660fce90fc13ae3636abc3bf,71,Buzzster,Consulting,05-01-2023,23-02-2023
6613cd3dc84216ece76b44c0,660fce90fc13ae3636abc3c0,76,Kazu,Software_Developper,14-01-2024,07-04-2024
6613cd3dc84216ece76b44c1,660fce90fc13ae3636abc3c1,34,Twinte,Software_Developper,07-05-2023,23-07-2023
6613cd3dc84216ece76b44c2,660fce90fc13ae3636abc3c2,67,Gigashots,Consulting,17-03-2023,07-04-2023
6613cd3dc84216ece76b44c3,660fce90fc13ae3636abc3c3,38,Zoozzy,Software_Developper,18-06-2023,02-07-2023
6613cd3dc84216ece76b44c4,660fce90fc13ae3636abc3c4,97,Skyndu,Software_Developper,14-02-2024,28-02-2024
6613cd3dc84216ece76b44c5,660fce90fc13ae3636abc3c5,64,Wikido,Software_Developper,16-01-2024,05-03-2024
6613cd3dc84216ece76b44c6,660fce90fc13ae3636abc3c6,84,Muxo,Consulting,11-11-2023,16-12-2023
6613cd3dc84216ece76b44c7,660fce90fc13ae3636abc3c7,59,Chatterbridge,Software_Developper,24-01-2023,28-02-2023
6613cd3dc84216ece76b44c8,660fce90fc13ae3636abc3c8,42,Kamba,Software_Developper,25-12-2023,08-01-2024
6613cd3dc84216ece76b44c9,660fce90fc13ae3636abc3c9,16,Jatri,Software_Developper,06-10-2023,08-12-2023
6613cd3dc84216ece76b44ca,660fce90fc13ae3636abc3ca,59,Midel,Software_Developper,03-01-2023,07-03-2023
6613cd3dc84216ece76b44cb,660fce90fc13ae3636abc3cb,18,Livefish,Software_Developper,27-02-2023,13-03-2023
6613cd3dc84216ece76b44cc,660fce90fc13ae3636abc3cc,83,Lazzy,Software_Developper,24-03-2024,21-04-2024
6613cd3dc84216ece76b44cd,660fce90fc13ae3636abc3cd,87,Skibox,Software_Developper,21-03-2023,11-04-2023
6613cd3dc84216ece76b44ce,660fce90fc13ae3636abc3ce,17,Gigazoom,Software_Developper,02-04-2023,21-05-2023
6613cd3dc84216ece76b44cf,660fce90fc13ae3636abc3cf,25,Snaptags,Software_Developper,22-01-2023,05-03-2023
6613cd3dc84216ece76b44d0,660fce90fc13ae3636abc3d0,79,Plajo,Consulting,16-01-2023,10-04-2023
6613cd3dc84216ece76b44d1,660fce90fc13ae3636abc3d1,2,Feednation,Software_Developper,17-07-2023,25-09-2023
6613cd3dc84216ece76b44d2,660fce90fc13ae3636abc3d2,75,Fivechat,Software_Developper,04-06-2023,30-07-2023
6613cd3dc84216ece76b44d3,660fce90fc13ae3636abc3d3,65,Youbridge,Consulting,22-02-2023,17-05-2023
6613cd3dc84216ece76b44d4,660fce90fc13ae3636abc3d4,20,Eamia,Consulting,01-08-2023,10-10-2023
6613cd3dc84216ece76b44d5,660fce90fc13ae3636abc3d5,46,Abata,Software_Developper,03-10-2023,14-11-2023
6613cd3dc84216ece76b44d6,660fce90fc13ae3636abc3d6,46,Meevee,Software_Developper,19-04-2023,03-05-2023
6613cd3dc84216ece76b44d7,660fce90fc13ae3636abc3d7,16,Oodoo,Software_Developper,22-10-2023,07-01-2024
6613cd3dc84216ece76b44d8,660fce90fc13ae3636abc3d8,66,Zoombox,Software_Developper,12-01-2024,01-03-2024
6613cd3dc84216ece76b44d9,660fce90fc13ae3636abc3d9,81,Wordpedia,Consulting,13-10-2023,08-12-2023
6613cd3dc84216ece76b44da,660fce90fc13ae3636abc3da,3,Divanoodle,Software_Developper,20-03-2024,03-04-2024
6613cd3dc84216ece76b44db,660fce90fc13ae3636abc3db,45,Realpoint,Software_Developper,29-10-2023,10-12-2023
6613cd3dc84216ece76b44dc,660fce90fc13ae3636abc3dc,60,Photobean,Consulting,25-06-2023,20-08-2023
6613cd3dc84216ece76b44dd,660fce90fc13ae3636abc3dd,24,Zooveo,Software_Developper,21-11-2023,09-01-2024
6613cd3dc84216ece76b44de,660fce90fc13ae3636abc3de,67,Twinte,Software_Developper,19-04-2023,12-07-2023
6613cd3dc84216ece76b44df,660fce90fc13ae3636abc3df,60,Ailane,Consulting,31-01-2024,28-02-2024
6613cd3dc84216ece76b44e0,660fce90fc13ae3636abc3e0,81,Skivee,Software_Developper,11-07-2023,01-08-2023
6613cd3dc84216ece76b44e1,660fce90fc13ae3636abc3e1,90,Photospace,Consulting,14-05-2023,30-07-2023
6613cd3dc84216ece76b44e2,660fce90fc13ae3636abc3e2,84,Fivebridge,Software_Developper,01-08-2023,24-10-2023
6613cd3dc84216ece76b44e3,660fce90fc13ae3636abc3e3,54,Skimia,Consulting,30-07-2023,10-09-2023
6613cd3dc84216ece76b44e4,660fce90fc13ae3636abc3e4,68,Skippad,Software_Developper,20-06-2023,01-08-2023
6613cd3dc84216ece76b44e5,660fce90fc13ae3636abc3e5,27,Brainlounge,Software_Developper,11-12-2023,25-12-2023
6613cd3dc84216ece76b44e6,660fce90fc13ae3636abc3e6,94,Quaxo,Consulting,25-04-2023,11-07-2023
6613cd3dc84216ece76b44e7,660fce90fc13ae3636abc3e7,47,Innojam,Software_Developper,06-07-2023,07-09-2023
6613cd3dc84216ece76b44e8,660fce90fc13ae3636abc3e8,59,Flashset,Consulting,23-05-2023,11-07-2023
6613cd3dc84216ece76b44e9,660fce90fc13ae3636abc3e9,29,Flashspan,Software_Developper,28-08-2023,23-10-2023
6613cd3dc84216ece76b44ea,660fce90fc13ae3636abc3ea,9,Jaxworks,Software_Developper,12-01-2023,09-03-2023
6613cd3dc84216ece76b44eb,660fce90fc13ae3636abc3eb,30,Eazzy,Software_Developper,12-06-2023,26-06-2023
6613cd3dc84216ece76b44ec,660fce90fc13ae3636abc3ec,83,Youtags,Software_Developper,11-11-2023,06-01-2024
6613cd3dc84216ece76b44ed,660fce90fc13ae3636abc3ed,70,Realcube,Software_Developper,09-03-2024,20-04-2024
6613cd3dc84216ece76b44ee,660fce90fc13ae3636abc3ee,81,Skibox,Software_Developper,25-06-2023,23-07-2023
6613cd3dc84216ece76b44ef,660fce90fc13ae3636abc3ef,1,Photofeed,Software_Developper,01-07-2023,26-08-2023
6613cd3dc84216ece76b44f0,660fce90fc13ae3636abc3f0,81,Dynabox,Software_Developper,01-08-2023,10-10-2023
6613cd3dc84216ece76b44f1,660fce90fc13ae3636abc3f1,42,Einti,Software_Developper,18-07-2023,01-08-2023
6613cd3dc84216ece76b44f2,660fce90fc13ae3636abc3f2,47,Livetube,Consulting,13-01-2024,16-03-2024
6613cd3dc84216ece76b44f3,660fce90fc13ae3636abc3f3,61,Quimba,Software_Developper,11-04-2023,04-07-2023
6613cd3dc84216ece76b44f4,660fce90fc13ae3636abc3f4,21,Mudo,Consulting,11-02-2023,22-04-2023
6613cd3dc84216ece76b44f5,660fce90fc13ae3636abc3f5,31,Rooxo,Software_Developper,10-12-2023,21-01-2024
6613cd3dc84216ece76b44f6,660fce90fc13ae3636abc3f6,97,Viva,Software_Developper,13-11-2023,11-12-2023
6613cd3dc84216ece76b44f7,660fce90fc13ae3636abc3f7,8,Eazzy,Software_Developper,31-03-2023,26-05-2023
6613cd3dc84216ece76b44f8,660fce90fc13ae3636abc3f8,98,Avaveo,Software_Developper,14-09-2023,19-10-2023
6613cd3dc84216ece76b44f9,660fce90fc13ae3636abc3f9,30,Brightbean,Consulting,06-04-2023,11-05-2023
6613cd3dc84216ece76b44fa,660fce90fc13ae3636abc3fa,9,Jetpulse,Software_Developper,12-07-2023,16-08-2023
6613cd3dc84216ece76b44fb,660fce90fc13ae3636abc3fb,39,Jazzy,Software_Developper,07-03-2024,28-03-2024
6613cd3dc84216ece76b44fc,660fce90fc13ae3636abc3fc,69,Topdrive,Consulting,30-09-2023,25-11-2023
6613cd3dc84216ece76b44fd,660fce90fc13ae3636abc3fd,48,Oyondu,Software_Developper,05-05-2023,09-06-2023
6613cd3dc84216ece76b44fe,660fce90fc13ae3636abc3fe,16,Jabbertype,Consulting,07-01-2024,25-02-2024
6613cd3dc84216ece76b44ff,660fce90fc13ae3636abc3ff,74,Skibox,Software_Developper,01-02-2023,15-03-2023
6613cd3dc84216ece76b4500,660fce90fc13ae3636abc400,81,Jaxspan,Software_Developper,19-01-2024,01-03-2024
6613cd3dc84216ece76b4501,660fce90fc13ae3636abc401,34,Oyondu,Software_Developper,28-03-2023,09-05-2023
6613cd3dc84216ece76b4502,660fce90fc13ae3636abc402,25,Devpoint,Software_Developper,09-02-2023,16-03-2023
6613cd3dc84216ece76b4503,660fce90fc13ae3636abc403,30,Rhycero,Software_Developper,27-01-2024,30-03-2024
6613cd3dc84216ece76b4504,660fce90fc13ae3636abc404,69,Skipstorm,Software_Developper,11-12-2023,05-02-2024
6613cd3dc84216ece76b4505,660fce90fc13ae3636abc405,51,Blogtag,Software_Developper,12-04-2023,24-05-2023
6613cd3dc84216ece76b4506,660fce90fc13ae3636abc406,80,Demivee,Software_Developper,13-01-2023,24-03-2023
6613cd3dc84216ece76b4507,660fce90fc13ae3636abc407,60,Skyba,Software_Developper,10-03-2024,31-03-2024
6613cd3dc84216ece76b4508,660fce90fc13ae3636abc408,5,Skajo,Consulting,06-10-2023,29-12-2023
6613cd3dc84216ece76b4509,660fce90fc13ae3636abc409,60,Thoughtstorm,Software_Developper,21-01-2023,04-02-2023
6613cd3dc84216ece76b450a,660fce90fc13ae3636abc40a,81,Snaptags,Consulting,16-11-2023,11-01-2024
6613cd3dc84216ece76b450b,660fce90fc13ae3636abc40b,24,Dablist,Software_Developper,07-01-2024,21-01-2024
6613cd3dc84216ece76b450c,660fce90fc13ae3636abc40c,22,Centizu,Software_Developper,21-06-2023,30-08-2023
6613cd3dc84216ece76b450d,660fce90fc13ae3636abc40d,85,JumpXS,Software_Developper,13-02-2024,26-03-2024
6613cd3dc84216ece76b450e,660fce90fc13ae3636abc40e,52,Mynte,Software_Developper,16-11-2023,28-12-2023
6613cd3dc84216ece76b450f,660fce90fc13ae3636abc40f,7,Youbridge,Consulting,16-11-2023,08-02-2024
6613cd3dc84216ece76b4510,660fce90fc13ae3636abc410,21,Nlounge,Software_Developper,24-04-2023,10-07-2023
6613cd3dc84216ece76b4511,660fce90fc13ae3636abc411,63,Kimia,Software_Developper,19-03-2024,16-04-2024
6613cd3dc84216ece76b4512,660fce90fc13ae3636abc412,92,Wikizz,Software_Developper,17-01-2023,04-04-2023
6613cd3dc84216ece76b4513,660fce90fc13ae3636abc413,4,Twitternation,Software_Developper,16-12-2023,03-02-2024
6613cd3dc84216ece76b4514,660fce90fc13ae3636abc414,29,Topicstorm,Consulting,04-04-2023,13-06-2023
6613cd3dc84216ece76b4515,660fce90fc13ae3636abc415,62,Skynoodle,Software_Developper,07-07-2023,15-09-2023
6613cd3dc84216ece76b4516,660fce90fc13ae3636abc416,61,Linktype,Software_Developper,19-01-2024,01-03-2024
6613cd3dc84216ece76b4517,660fce90fc13ae3636abc417,32,Zava,Consulting,14-07-2023,04-08-2023
6613cd3dc84216ece76b4518,660fce90fc13ae3636abc418,21,Oyoloo,Software_Developper,02-02-2023,13-04-2023
6613cd3dc84216ece76b4519,660fce90fc13ae3636abc419,5,Edgepulse,Software_Developper,06-09-2023,01-11-2023
6613cd3dc84216ece76b451a,660fce90fc13ae3636abc41a,17,Realblab,Software_Developper,27-04-2023,15-06-2023
6613cd3dc84216ece76b451b,660fce90fc13ae3636abc41b,22,Devbug,Software_Developper,29-06-2023,21-09-2023
6613cd3dc84216ece76b451c,660fce90fc13ae3636abc41c,93,Eire,Software_Developper,21-12-2023,15-02-2024
6613cd3dc84216ece76b451d,660fce90fc13ae3636abc41d,53,Omba,Software_Developper,15-09-2023,10-11-2023
6613cd3dc84216ece76b451e,660fce90fc13ae3636abc41e,74,Gabspot,Consulting,03-03-2024,24-03-2024
6613cd3dc84216ece76b451f,660fce90fc13ae3636abc41f,75,Photospace,Software_Developper,06-01-2023,10-02-2023
6613cd3dc84216ece76b4520,660fce90fc13ae3636abc420,29,Mycat,Consulting,25-07-2023,26-09-2023
6613cd3dc84216ece76b4521,660fce90fc13ae3636abc421,12,Teklist,Software_Developper,15-08-2023,05-09-2023
6613cd3dc84216ece76b4522,660fce90fc13ae3636abc422,13,Eadel,Software_Developper,29-12-2023,08-03-2024
6613cd3dc84216ece76b4523,660fce90fc13ae3636abc423,98,Abatz,Consulting,14-12-2023,18-01-2024
6613cd3dc84216ece76b4524,660fce90fc13ae3636abc424,66,Pixonyx,Consulting,14-02-2023,18-04-2023
6613cd3dc84216ece76b4525,660fce90fc13ae3636abc425,4,Gabcube,Consulting,31-10-2023,16-01-2024
6613cd3dc84216ece76b4526,660fce90fc13ae3636abc426,51,Leexo,Consulting,18-03-2023,29-04-2023
6613cd3dc84216ece76b4527,660fce90fc13ae3636abc427,66,Bubblemix,Consulting,23-09-2023,18-11-2023
6613cd3dc84216ece76b4528,660fce90fc13ae3636abc428,46,Zazio,Consulting,16-02-2024,05-04-2024
6613cd3dc84216ece76b4529,660fce90fc13ae3636abc429,9,Gigazoom,Software_Developper,15-04-2023,20-05-2023
6613cd3dc84216ece76b452a,660fce90fc13ae3636abc42a,11,Dynava,Software_Developper,21-02-2024,03-04-2024
6613cd3dc84216ece76b452b,660fce90fc13ae3636abc42b,60,Thoughtstorm,Software_Developper,15-06-2023,29-06-2023
6613cd3dc84216ece76b452c,660fce90fc13ae3636abc42c,36,Jayo,Software_Developper,25-08-2023,20-10-2023
6613cd3dc84216ece76b452d,660fce90fc13ae3636abc42d,24,Quinu,Software_Developper,01-12-2023,15-12-2023
6613cd3dc84216ece76b452e,660fce90fc13ae3636abc42e,73,Zoovu,Software_Developper,20-05-2023,17-06-2023
6613cd3dc84216ece76b452f,660fce90fc13ae3636abc42f,65,Meemm,Consulting,09-10-2023,11-12-2023
6613cd3dc84216ece76b4530,660fce90fc13ae3636abc430,95,Rooxo,Software_Developper,05-02-2023,19-02-2023
6613cd3dc84216ece76b4531,660fce90fc13ae3636abc431,37,Photofeed,Consulting,24-02-2023,12-05-2023
6613cd3dc84216ece76b4532,660fce90fc13ae3636abc432,17,Zoonoodle,Consulting,01-08-2023,05-09-2023
6613cd3dc84216ece76b4533,660fce90fc13ae3636abc433,2,Realcube,Software_Developper,14-02-2023,25-04-2023
6613cd3dc84216ece76b4534,660fce90fc13ae3636abc434,23,Dabvine,Consulting,18-01-2024,22-02-2024
6613cd3dc84216ece76b4535,660fce90fc13ae3636abc435,11,Eamia,Software_Developper,11-02-2023,15-04-2023
6613cd3dc84216ece76b4536,660fce90fc13ae3636abc436,69,Fivebridge,Software_Developper,29-01-2024,19-02-2024
6613cd3dc84216ece76b4537,660fce90fc13ae3636abc437,66,Rhybox,Software_Developper,02-01-2024,13-02-2024
6613cd3dc84216ece76b4538,660fce90fc13ae3636abc438,55,Dynazzy,Intern,19-03-2024,30-04-2024
6613cd3dc84216ece76b4539,660fce90fc13ae3636abc439,86,Kwimbee,Intern,23-07-2023,01-10-2023
6613cd3dc84216ece76b453a,660fce90fc13ae3636abc43a,4,Zoonder,Intern,05-08-2023,23-09-2023
6613cd3dc84216ece76b453b,660fce90fc13ae3636abc43b,75,Vinder,Intern,12-05-2023,23-06-2023
6613cd3dc84216ece76b453c,660fce90fc13ae3636abc43c,47,Mita,Consulting,22-10-2023,17-12-2023
6613cd3dc84216ece76b453d,660fce90fc13ae3636abc43d,1,Oyoloo,Intern,23-06-2023,25-08-2023
6613cd3dc84216ece76b453e,660fce90fc13ae3636abc43e,37,Voonder,Consulting,14-07-2023,22-09-2023
6613cd3dc84216ece76b453f,660fce90fc13ae3636abc43f,97,Rhybox,Intern,15-04-2023,20-05-2023
6613cd3dc84216ece76b4540,660fce90fc13ae3636abc440,95,Voomm,Intern,10-06-2023,12-08-2023
6613cd3dc84216ece76b4541,660fce90fc13ae3636abc441,99,Camido,Intern,28-10-2023,09-12-2023
6613cd3dc84216ece76b4542,660fce90fc13ae3636abc442,53,Skimia,Intern,27-07-2023,21-09-2023
6613cd3dc84216ece76b4543,660fce90fc13ae3636abc443,18,Wikibox,Intern,08-09-2023,06-10-2023
6613cd3dc84216ece76b4544,660fce90fc13ae3636abc444,33,Skinder,Consulting,08-03-2023,17-05-2023
6613cd3dc84216ece76b4545,660fce90fc13ae3636abc445,80,Pixonyx,Intern,30-12-2023,16-03-2024
6613cd3dc84216ece76b4546,660fce90fc13ae3636abc446,88,Yombu,Intern,12-09-2023,07-11-2023
6613cd3dc84216ece76b4547,660fce90fc13ae3636abc447,80,Devbug,Intern,15-07-2023,05-08-2023
6613cd3dc84216ece76b4548,660fce90fc13ae3636abc448,25,Vidoo,Intern,19-11-2023,11-02-2024
6613cd3dc84216ece76b4549,660fce90fc13ae3636abc449,75,Blogtags,Consulting,09-06-2023,01-09-2023
6613cd3dc84216ece76b454a,660fce90fc13ae3636abc44a,51,Oyope,Intern,17-03-2023,12-05-2023
6613cd3dc84216ece76b454b,660fce90fc13ae3636abc44b,87,Wordtune,Consulting,22-05-2023,03-07-2023
6613cd3dc84216ece76b454c,660fce90fc13ae3636abc44c,72,Meedoo,Consulting,30-11-2023,04-01-2024
6613cd3dc84216ece76b454d,660fce90fc13ae3636abc44d,100,Kwideo,Intern,16-10-2023,06-11-2023
6613cd3dc84216ece76b454e,660fce90fc13ae3636abc44e,98,Dabjam,Intern,03-10-2023,05-12-2023
6613cd3dc84216ece76b454f,660fce90fc13ae3636abc44f,80,Skyvu,Intern,01-06-2023,15-06-2023
6613cd3dc84216ece76b4550,660fce90fc13ae3636abc450,1,Quaxo,Intern,02-08-2023,18-10-2023
6613cd3dc84216ece76b4551,660fce90fc13ae3636abc451,68,Centizu,Intern,21-02-2024,06-03-2024
6613cd3dc84216ece76b4552,660fce90fc13ae3636abc452,51,Roombo,Intern,29-12-2023,02-02-2024
6613cd3dc84216ece76b4553,660fce90fc13ae3636abc453,95,JumpXS,Intern,08-01-2023,12-02-2023
6613cd3dc84216ece76b4554,660fce90fc13ae3636abc454,30,Quamba,Intern,14-06-2023,05-07-2023
6613cd3dc84216ece76b4555,660fce90fc13ae3636abc455,96,Skivee,Intern,20-06-2023,25-07-2023
6613cd3dc84216ece76b4556,660fce90fc13ae3636abc456,67,Realcube,Intern,12-02-2023,05-03-2023
6613cd3dc84216ece76b4557,660fce90fc13ae3636abc457,65,Mudo,Consulting,11-08-2023,03-11-2023
6613cd3dc84216ece76b4558,660fce90fc13ae3636abc458,28,Wordify,Intern,16-03-2023,06-04-2023
6613cd3dc84216ece76b4559,660fce90fc13ae3636abc459,69,Twinder,Intern,17-01-2023,31-01-2023
6613cd3dc84216ece76b455a,660fce90fc13ae3636abc45a,50,Zooveo,Intern,26-11-2023,21-01-2024
6613cd3dc84216ece76b455b,660fce90fc13ae3636abc45b,62,Cogilith,Intern,29-03-2023,21-06-2023
6613cd3dc84216ece76b455c,660fce90fc13ae3636abc45c,24,Mynte,Intern,23-08-2023,27-09-2023
6613cd3dc84216ece76b455d,660fce90fc13ae3636abc45d,43,Oyondu,Intern,28-06-2023,13-09-2023
6613cd3dc84216ece76b455e,660fce90fc13ae3636abc45e,89,Centimia,Consulting,24-02-2024,16-03-2024
6613cd3dc84216ece76b455f,660fce90fc13ae3636abc45f,34,Yabox,Intern,07-03-2023,18-04-2023
6613cd3dc84216ece76b4560,660fce90fc13ae3636abc460,35,Photofeed,Intern,04-11-2023,23-12-2023
6613cd3dc84216ece76b4561,660fce90fc13ae3636abc461,69,Ailane,Intern,19-06-2023,07-08-2023
6613cd3dc84216ece76b4562,660fce90fc13ae3636abc462,89,Talane,Intern,16-04-2023,21-05-2023
6613cd3dc84216ece76b4563,660fce90fc13ae3636abc463,3,Feedbug,Intern,26-03-2024,21-05-2024
6613cd3dc84216ece76b4564,660fce90fc13ae3636abc464,97,Reallinks,Intern,09-03-2024,01-06-2024
6613cd3dc84216ece76b4565,660fce90fc13ae3636abc465,88,Browsezoom,Intern,25-02-2024,05-05-2024
6613cd3dc84216ece76b4566,660fce90fc13ae3636abc466,52,Livefish,Intern,14-10-2023,30-12-2023
6613cd3dc84216ece76b4567,660fce90fc13ae3636abc467,65,Edgeify,Intern,06-03-2024,24-04-2024
6613cd3dc84216ece76b4568,660fce91fc13ae3636abc468,57,Rooxo,Intern,22-09-2023,01-12-2023
6613cd3dc84216ece76b4569,660fce91fc13ae3636abc469,93,Quimm,Intern,10-10-2023,31-10-2023
6613cd3dc84216ece76b456a,660fce91fc13ae3636abc46a,72,Oyonder,Intern,24-10-2023,14-11-2023
6613cd3dc84216ece76b456b,660fce91fc13ae3636abc46b,4,Flipstorm,Intern,04-06-2023,27-08-2023
6613cd3dc84216ece76b456c,660fce91fc13ae3636abc46c,71,Thoughtbridge,Consulting,26-02-2023,09-04-2023
6613cd3dc84216ece76b456d,660fce91fc13ae3636abc46d,30,Wikido,Intern,16-01-2024,05-03-2024
6613cd3dc84216ece76b456e,660fce91fc13ae3636abc46e,93,Thoughtblab,Consulting,19-08-2023,16-09-2023
6613cd3dc84216ece76b456f,660fce91fc13ae3636abc46f,6,Snaptags,Intern,03-09-2023,29-10-2023
6613cd3dc84216ece76b4570,660fce91fc13ae3636abc470,28,Linkbridge,Intern,04-01-2024,29-02-2024
6613cd3dc84216ece76b4571,660fce91fc13ae3636abc471,60,Mydo,Intern,13-03-2023,27-03-2023
6613cd3dc84216ece76b4572,660fce91fc13ae3636abc472,28,Jayo,Intern,05-03-2023,16-04-2023
6613cd3dc84216ece76b4573,660fce91fc13ae3636abc473,63,Skibox,Intern,13-02-2023,17-04-2023
6613cd3dc84216ece76b4574,660fce91fc13ae3636abc474,35,BlogXS,Intern,13-02-2024,27-02-2024
6613cd3dc84216ece76b4575,660fce91fc13ae3636abc475,25,Yombu,Intern,29-03-2023,14-06-2023
6613cd3dc84216ece76b4576,660fce91fc13ae3636abc476,79,Topicstorm,Intern,30-10-2023,27-11-2023
6613cd3dc84216ece76b4577,660fce91fc13ae3636abc477,87,Browseblab,Intern,29-02-2024,28-03-2024
6613cd3dc84216ece76b4578,660fce91fc13ae3636abc478,31,Meetz,Intern,03-09-2023,26-11-2023
6613cd3dc84216ece76b4579,660fce91fc13ae3636abc479,74,Browsezoom,Intern,14-09-2023,30-11-2023
